,open,high,low,close,adjclose,volume,ticker
2019-08-22,23.600000381469727,23.799999237060547,22.600000381469727,23.0,19.199007034301758,3199904,RVNL.NS
2019-08-23,23.0,23.450000762939453,22.5,23.25,19.40769386291504,1519188,RVNL.NS
2019-08-26,24.0,24.950000762939453,23.299999237060547,24.200000762939453,20.200693130493164,2279964,RVNL.NS
2019-08-27,24.5,25.75,24.0,25.549999237060547,21.327592849731445,7971631,RVNL.NS
2019-08-28,25.799999237060547,25.950000762939453,24.799999237060547,25.149999618530273,20.993698120117188,6171140,RVNL.NS
2019-08-29,24.700000762939453,25.049999237060547,24.200000762939453,24.299999237060547,20.284168243408203,2489645,RVNL.NS
2019-08-30,24.299999237060547,25.100000381469727,24.0,24.700000762939453,20.618066787719727,1622016,RVNL.NS
2019-09-03,24.75,24.75,23.799999237060547,23.850000381469727,19.908536911010742,1487635,RVNL.NS
2019-09-04,23.899999618530273,24.299999237060547,23.5,24.100000381469727,20.117225646972656,1250728,RVNL.NS
2019-09-05,24.200000762939453,24.700000762939453,24.149999618530273,24.549999237060547,20.49285316467285,1646072,RVNL.NS
2019-09-06,24.5,24.700000762939453,24.200000762939453,24.399999618530273,20.444971084594727,1600749,RVNL.NS
2019-09-09,24.75,25.799999237060547,24.200000762939453,25.0,20.947717666625977,3368217,RVNL.NS
2019-09-11,25.100000381469727,25.399999618530273,24.799999237060547,24.850000381469727,20.822031021118164,2351807,RVNL.NS
2019-09-12,24.950000762939453,25.350000381469727,24.799999237060547,24.850000381469727,20.822031021118164,2192566,RVNL.NS
2019-09-13,24.950000762939453,25.200000762939453,24.450000762939453,24.700000762939453,20.69634437561035,2228720,RVNL.NS
2019-09-16,24.450000762939453,24.5,23.850000381469727,24.0,20.10980796813965,2648389,RVNL.NS
2019-09-17,24.149999618530273,24.350000381469727,23.700000762939453,23.850000381469727,19.98412322998047,2314811,RVNL.NS
2019-09-18,24.0,24.299999237060547,23.899999618530273,23.950000762939453,20.067913055419922,1267097,RVNL.NS
2019-09-19,24.149999618530273,24.200000762939453,23.350000381469727,23.5,19.690853118896484,1992382,RVNL.NS
2019-09-20,23.700000762939453,24.5,23.5,24.299999237060547,20.361181259155273,6221372,RVNL.NS
2019-09-23,25.149999618530273,26.100000381469727,24.549999237060547,25.600000381469727,21.450464248657227,6415267,RVNL.NS
2019-09-24,26.0,27.100000381469727,25.049999237060547,26.75,22.4140567779541,12170996,RVNL.NS
2019-09-25,26.549999237060547,26.549999237060547,25.299999237060547,25.5,21.36667251586914,5755433,RVNL.NS
2019-09-26,25.5,25.700000762939453,24.700000762939453,24.799999237060547,20.780136108398438,5640802,RVNL.NS
2019-09-27,24.899999618530273,25.799999237060547,24.5,25.25,21.15719223022461,10541636,RVNL.NS
2019-09-30,25.450000762939453,25.450000762939453,23.899999618530273,24.100000381469727,20.19359588623047,5708643,RVNL.NS
2019-10-01,24.450000762939453,24.450000762939453,23.299999237060547,23.799999237060547,19.94222640991211,3696184,RVNL.NS
2019-10-03,23.799999237060547,24.0,23.200000762939453,23.399999618530273,19.607059478759766,3557901,RVNL.NS
2019-10-04,23.700000762939453,23.850000381469727,22.899999618530273,23.0,19.27189826965332,3819822,RVNL.NS
2019-10-07,23.299999237060547,23.399999618530273,22.850000381469727,22.899999618530273,19.188106536865234,1986132,RVNL.NS
2019-10-09,23.0,23.200000762939453,22.549999237060547,22.950000762939453,19.230003356933594,1995107,RVNL.NS
2019-10-10,22.899999618530273,23.600000381469727,22.75,22.950000762939453,19.230003356933594,2754277,RVNL.NS
2019-10-11,23.399999618530273,25.950000762939453,23.25,25.75,21.576147079467773,27889330,RVNL.NS
2019-10-14,26.100000381469727,26.850000381469727,25.100000381469727,25.5,21.36667251586914,24960035,RVNL.NS
2019-10-15,25.200000762939453,25.25,23.850000381469727,24.200000762939453,20.277389526367188,8704719,RVNL.NS
2019-10-16,24.399999618530273,24.399999618530273,23.75,23.799999237060547,19.94222640991211,4247671,RVNL.NS
2019-10-17,24.0,24.149999618530273,22.950000762939453,23.450000762939453,19.648958206176758,6795334,RVNL.NS
2019-10-18,23.600000381469727,24.5,23.450000762939453,23.75,19.90032958984375,11617014,RVNL.NS
2019-10-22,24.0,24.649999618530273,23.75,24.049999237060547,20.151700973510742,8115848,RVNL.NS
2019-10-23,24.149999618530273,24.350000381469727,23.75,23.899999618530273,20.026016235351562,4700201,RVNL.NS
2019-10-24,24.0,24.149999618530273,23.350000381469727,23.600000381469727,19.77464485168457,5877420,RVNL.NS
2019-10-25,23.75,24.399999618530273,23.5,23.649999618530273,19.81654167175293,7098301,RVNL.NS
2019-10-27,24.0,24.149999618530273,23.850000381469727,24.0,20.10980796813965,1544979,RVNL.NS
2019-10-29,24.0,24.350000381469727,23.700000762939453,23.75,19.90032958984375,6110374,RVNL.NS
2019-10-30,23.899999618530273,24.299999237060547,23.75,23.850000381469727,19.98412322998047,5249358,RVNL.NS
2019-10-31,23.950000762939453,24.149999618530273,23.75,23.799999237060547,19.94222640991211,3717735,RVNL.NS
2019-11-01,23.850000381469727,25.75,23.799999237060547,25.450000762939453,21.32477569580078,18516376,RVNL.NS
2019-11-04,25.600000381469727,25.75,24.600000381469727,24.649999618530273,20.654447555541992,7369217,RVNL.NS
2019-11-05,24.75,24.75,23.950000762939453,24.0,20.10980796813965,4367930,RVNL.NS
2019-11-06,24.049999237060547,24.049999237060547,23.799999237060547,23.850000381469727,19.98412322998047,4713743,RVNL.NS
2019-11-07,23.950000762939453,24.350000381469727,23.850000381469727,23.950000762939453,20.067913055419922,4291872,RVNL.NS
2019-11-08,23.850000381469727,24.450000762939453,23.799999237060547,23.850000381469727,19.98412322998047,6360245,RVNL.NS
2019-11-11,24.0,24.200000762939453,23.899999618530273,23.950000762939453,20.067913055419922,2364465,RVNL.NS
2019-11-13,24.049999237060547,24.25,23.75,23.799999237060547,19.94222640991211,3925251,RVNL.NS
2019-11-14,25.549999237060547,25.649999618530273,23.950000762939453,24.049999237060547,20.151700973510742,15324886,RVNL.NS
2019-11-15,24.25,24.700000762939453,24.100000381469727,24.549999237060547,20.570655822753906,11003819,RVNL.NS
2019-11-18,24.649999618530273,24.649999618530273,24.200000762939453,24.450000762939453,20.486867904663086,5752728,RVNL.NS
2019-11-19,24.450000762939453,24.75,24.149999618530273,24.200000762939453,20.277389526367188,5759265,RVNL.NS
2019-11-20,24.299999237060547,24.350000381469727,24.100000381469727,24.149999618530273,20.23549461364746,2403818,RVNL.NS
2019-11-21,24.149999618530273,24.399999618530273,23.899999618530273,23.950000762939453,20.067913055419922,5332834,RVNL.NS
2019-11-22,24.0,24.100000381469727,23.850000381469727,23.950000762939453,20.067913055419922,2201521,RVNL.NS
2019-11-25,24.0,24.350000381469727,23.899999618530273,24.200000762939453,20.277389526367188,3315363,RVNL.NS
2019-11-26,24.200000762939453,25.200000762939453,24.149999618530273,24.649999618530273,20.654447555541992,10856955,RVNL.NS
2019-11-27,24.600000381469727,24.799999237060547,24.200000762939453,24.5,20.528762817382812,3438597,RVNL.NS
2019-11-28,24.350000381469727,24.700000762939453,24.0,24.149999618530273,20.23549461364746,3430891,RVNL.NS
2019-11-29,24.25,24.299999237060547,23.899999618530273,23.950000762939453,20.067913055419922,3346423,RVNL.NS
2019-12-02,24.0,24.0,23.799999237060547,23.850000381469727,19.98412322998047,1990475,RVNL.NS
2019-12-03,23.850000381469727,23.950000762939453,23.600000381469727,23.649999618530273,19.81654167175293,1835886,RVNL.NS
2019-12-04,23.700000762939453,23.850000381469727,23.549999237060547,23.700000762939453,19.858436584472656,1837310,RVNL.NS
2019-12-05,23.700000762939453,24.450000762939453,23.649999618530273,23.899999618530273,20.026016235351562,3147676,RVNL.NS
2019-12-06,23.899999618530273,24.0,23.600000381469727,23.649999618530273,19.81654167175293,2765158,RVNL.NS
2019-12-09,23.649999618530273,23.850000381469727,23.5,23.600000381469727,19.77464485168457,1587917,RVNL.NS
2019-12-10,23.649999618530273,23.799999237060547,23.100000381469727,23.100000381469727,19.35569190979004,2264055,RVNL.NS
2019-12-11,23.149999618530273,23.700000762939453,23.100000381469727,23.450000762939453,19.648958206176758,2213719,RVNL.NS
2019-12-12,23.5,23.600000381469727,23.25,23.350000381469727,19.565166473388672,1564686,RVNL.NS
2019-12-13,23.399999618530273,23.649999618530273,23.299999237060547,23.399999618530273,19.607059478759766,1308438,RVNL.NS
2019-12-16,23.600000381469727,23.649999618530273,23.25,23.25,19.48137664794922,993923,RVNL.NS
2019-12-17,23.350000381469727,23.399999618530273,23.200000762939453,23.25,19.48137664794922,3363010,RVNL.NS
2019-12-18,23.25,23.399999618530273,23.149999618530273,23.200000762939453,19.43947982788086,971864,RVNL.NS
2019-12-19,23.200000762939453,23.299999237060547,23.100000381469727,23.149999618530273,19.397586822509766,892491,RVNL.NS
2019-12-20,23.149999618530273,23.25,22.799999237060547,22.850000381469727,19.14621353149414,2545756,RVNL.NS
2019-12-23,22.899999618530273,23.649999618530273,22.799999237060547,22.950000762939453,19.230003356933594,3002955,RVNL.NS
2019-12-24,23.0,23.100000381469727,22.850000381469727,22.950000762939453,19.230003356933594,1400239,RVNL.NS
2019-12-26,23.0,23.100000381469727,22.700000762939453,22.899999618530273,19.188106536865234,3031375,RVNL.NS
2019-12-27,23.0,23.149999618530273,22.75,22.799999237060547,19.10431480407715,2020206,RVNL.NS
2019-12-30,23.0,23.0,22.75,22.850000381469727,19.14621353149414,1545788,RVNL.NS
2019-12-31,22.850000381469727,23.25,22.799999237060547,22.950000762939453,19.230003356933594,2183586,RVNL.NS
2020-01-01,23.049999237060547,23.299999237060547,22.950000762939453,23.0,19.27189826965332,3128543,RVNL.NS
2020-01-02,23.049999237060547,23.899999618530273,22.899999618530273,23.75,19.90032958984375,7744461,RVNL.NS
2020-01-03,23.600000381469727,25.299999237060547,23.600000381469727,25.049999237060547,20.98961067199707,17976269,RVNL.NS
2020-01-06,24.649999618530273,24.799999237060547,23.649999618530273,23.850000381469727,19.98412322998047,7947042,RVNL.NS
2020-01-07,24.149999618530273,25.049999237060547,24.0,24.549999237060547,20.570655822753906,8533366,RVNL.NS
2020-01-08,24.0,25.600000381469727,24.0,25.200000762939453,21.115299224853516,11722066,RVNL.NS
2020-01-09,25.399999618530273,26.100000381469727,25.25,25.700000762939453,21.534252166748047,11073581,RVNL.NS
2020-01-10,25.700000762939453,25.899999618530273,25.0,25.149999618530273,21.073402404785156,4860518,RVNL.NS
2020-01-13,25.200000762939453,26.0,25.149999618530273,25.399999618530273,21.28287696838379,5131600,RVNL.NS
2020-01-14,25.5,25.799999237060547,25.100000381469727,25.200000762939453,21.115299224853516,3928384,RVNL.NS
2020-01-15,25.25,25.450000762939453,24.75,25.25,21.15719223022461,4155222,RVNL.NS
2020-01-16,25.399999618530273,25.799999237060547,25.25,25.549999237060547,21.408565521240234,3815379,RVNL.NS
2020-01-17,25.450000762939453,25.75,25.149999618530273,25.25,21.15719223022461,2151335,RVNL.NS
2020-01-20,25.299999237060547,25.700000762939453,25.0,25.049999237060547,20.98961067199707,2491306,RVNL.NS
2020-01-21,25.0,25.200000762939453,24.399999618530273,24.649999618530273,20.654447555541992,3180114,RVNL.NS
2020-01-22,24.75,25.149999618530273,24.450000762939453,24.850000381469727,20.822031021118164,1924584,RVNL.NS
2020-01-23,24.700000762939453,26.75,24.649999618530273,26.649999618530273,22.330265045166016,11935052,RVNL.NS
2020-01-24,26.799999237060547,27.0,26.149999618530273,26.350000381469727,22.078893661499023,7161131,RVNL.NS
2020-01-27,26.200000762939453,26.850000381469727,25.899999618530273,26.200000762939453,21.95320701599121,4842561,RVNL.NS
2020-01-28,26.399999618530273,27.5,26.100000381469727,27.100000381469727,22.707324981689453,14421129,RVNL.NS
2020-01-29,27.5,29.200000762939453,27.25,28.899999618530273,24.215559005737305,31156514,RVNL.NS
2020-01-30,28.799999237060547,29.299999237060547,27.299999237060547,27.549999237060547,23.084381103515625,17407115,RVNL.NS
2020-01-31,28.0,28.049999237060547,26.799999237060547,27.350000381469727,22.91680145263672,7518586,RVNL.NS
2020-02-03,24.950000762939453,25.25,23.850000381469727,24.0,20.10980796813965,8842216,RVNL.NS
2020-02-04,24.399999618530273,24.75,24.25,24.600000381469727,20.612550735473633,4282295,RVNL.NS
2020-02-05,24.899999618530273,25.600000381469727,24.700000762939453,25.25,21.15719223022461,4220226,RVNL.NS
2020-02-06,25.350000381469727,25.75,25.149999618530273,25.200000762939453,21.115299224853516,3176136,RVNL.NS
2020-02-07,25.200000762939453,25.350000381469727,24.899999618530273,25.100000381469727,21.031505584716797,1873970,RVNL.NS
2020-02-10,25.100000381469727,25.299999237060547,24.600000381469727,24.700000762939453,20.69634437561035,2429681,RVNL.NS
2020-02-11,24.950000762939453,25.149999618530273,24.600000381469727,24.649999618530273,20.654447555541992,2179747,RVNL.NS
2020-02-12,24.950000762939453,25.100000381469727,23.25,23.899999618530273,20.026016235351562,7029501,RVNL.NS
2020-02-13,23.200000762939453,24.149999618530273,22.799999237060547,23.149999618530273,19.397586822509766,13161671,RVNL.NS
2020-02-14,23.399999618530273,23.700000762939453,22.899999618530273,22.950000762939453,19.230003356933594,5603644,RVNL.NS
2020-02-17,23.049999237060547,23.25,22.25,22.350000381469727,18.727258682250977,3797942,RVNL.NS
2020-02-18,22.350000381469727,22.950000762939453,21.899999618530273,22.5,18.852947235107422,5523476,RVNL.NS
2020-02-19,22.549999237060547,23.649999618530273,22.100000381469727,23.350000381469727,19.565166473388672,11473042,RVNL.NS
2020-02-20,23.600000381469727,24.399999618530273,23.399999618530273,23.600000381469727,19.77464485168457,9653258,RVNL.NS
2020-02-24,23.549999237060547,23.799999237060547,22.75,22.950000762939453,19.230003356933594,4677013,RVNL.NS
2020-02-25,22.850000381469727,23.25,22.450000762939453,22.600000381469727,18.936735153198242,3921926,RVNL.NS
2020-02-26,22.549999237060547,22.799999237060547,22.299999237060547,22.450000762939453,18.811050415039062,2658612,RVNL.NS
2020-02-27,22.450000762939453,22.450000762939453,21.899999618530273,21.950000762939453,18.392093658447266,5259383,RVNL.NS
2020-02-28,21.399999618530273,21.5,20.700000762939453,21.0,17.596078872680664,5855450,RVNL.NS
2020-03-02,21.75,21.850000381469727,19.700000762939453,20.25,16.9676513671875,6582003,RVNL.NS
2020-03-03,20.25,20.450000762939453,19.600000381469727,20.100000381469727,16.84196662902832,6739498,RVNL.NS
2020-03-04,20.25,20.399999618530273,19.350000381469727,19.950000762939453,16.716278076171875,3499500,RVNL.NS
2020-03-05,20.100000381469727,20.549999237060547,19.75,20.0,16.7581729888916,3229172,RVNL.NS
2020-03-06,19.100000381469727,19.5,18.700000762939453,18.950000762939453,15.878369331359863,5867345,RVNL.NS
2020-03-09,18.799999237060547,18.799999237060547,17.700000762939453,17.950000762939453,15.040460586547852,6152773,RVNL.NS
2020-03-11,18.100000381469727,18.450000762939453,17.799999237060547,17.899999618530273,14.998565673828125,3406637,RVNL.NS
2020-03-12,15.899999618530273,16.399999618530273,15.600000381469727,15.899999618530273,13.322747230529785,6059064,RVNL.NS
2020-03-13,14.0,17.649999618530273,12.75,17.0,14.24444580078125,7225815,RVNL.NS
2020-03-16,16.700000762939453,16.899999618530273,15.649999618530273,16.25,13.616016387939453,2622898,RVNL.NS
2020-03-17,16.450000762939453,16.850000381469727,15.699999809265137,15.949999809265137,13.364642143249512,2821154,RVNL.NS
2020-03-18,16.25,16.25,14.199999809265137,14.399999618530273,12.065884590148926,5142938,RVNL.NS
2020-03-19,14.0,14.25,13.600000381469727,13.899999618530273,11.646929740905762,4452318,RVNL.NS
2020-03-20,14.0,14.800000190734863,13.5,13.850000381469727,11.605034828186035,6691900,RVNL.NS
2020-03-23,12.75,13.25,11.100000381469727,11.100000381469727,9.300785064697266,7943671,RVNL.NS
2020-03-24,11.699999809265137,11.949999809265137,10.0,11.0,9.216995239257812,4680658,RVNL.NS
2020-03-25,10.649999618530273,11.75,10.5,11.649999618530273,9.761634826660156,3132468,RVNL.NS
2020-03-26,11.949999809265137,12.800000190734863,11.550000190734863,12.800000190734863,10.725232124328613,5289293,RVNL.NS
2020-03-27,13.25,13.850000381469727,12.649999618530273,12.75,10.68333625793457,7236014,RVNL.NS
2020-03-30,12.5,12.949999809265137,11.75,12.449999809265137,10.431962013244629,3425619,RVNL.NS
2020-03-31,12.699999809265137,13.25,12.699999809265137,12.800000190734863,10.725232124328613,4045070,RVNL.NS
2020-04-01,12.699999809265137,14.050000190734863,12.600000381469727,13.850000381469727,11.605034828186035,6632915,RVNL.NS
2020-04-03,14.300000190734863,15.199999809265137,13.800000190734863,15.199999809265137,12.736210823059082,10235316,RVNL.NS
2020-04-07,16.600000381469727,16.700000762939453,15.75,16.700000762939453,13.993075370788574,6364057,RVNL.NS
2020-04-08,17.399999618530273,17.5,17.100000381469727,17.5,14.663402557373047,2258328,RVNL.NS
2020-04-09,18.350000381469727,18.350000381469727,18.350000381469727,18.350000381469727,15.375622749328613,737109,RVNL.NS
2020-04-13,19.25,19.25,17.450000762939453,17.549999237060547,14.705296516418457,14742490,RVNL.NS
2020-04-15,17.049999237060547,17.549999237060547,16.700000762939453,16.799999237060547,14.076864242553711,8163400,RVNL.NS
2020-04-16,16.75,17.600000381469727,16.549999237060547,17.600000381469727,14.7471923828125,6841223,RVNL.NS
2020-04-17,18.25,18.450000762939453,17.299999237060547,18.450000762939453,15.459413528442383,7166862,RVNL.NS
2020-04-20,18.899999618530273,18.899999618530273,17.850000381469727,18.450000762939453,15.459413528442383,6369807,RVNL.NS
2020-04-21,18.0,18.0,17.649999618530273,17.700000762939453,14.830982208251953,3726834,RVNL.NS
2020-04-22,17.700000762939453,17.850000381469727,17.0,17.5,14.663402557373047,2962148,RVNL.NS
2020-04-23,17.799999237060547,18.0,17.549999237060547,17.649999618530273,14.78908634185791,2193313,RVNL.NS
2020-04-24,17.200000762939453,17.649999618530273,17.200000762939453,17.299999237060547,14.495820045471191,1926076,RVNL.NS
2020-04-27,17.5,17.5,16.549999237060547,17.049999237060547,14.286341667175293,2293709,RVNL.NS
2020-04-28,17.100000381469727,17.5,16.899999618530273,17.25,14.453923225402832,2363634,RVNL.NS
